Data;id_producto;País;PBI;id;id2;Variante Shopify;Dashboard PBI;Tipo Link
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7107;Comuna: Pencahue, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7107, url:""https://app.powerbi.com/view?r=eyJrIjoiNWQ1NjZiMjItNmQzOS00MDE5LTgxMTktYmZkYmE3YTBlZWE4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Pencahue, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7108;Comuna: Río Claro, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7108, url:""https://app.powerbi.com/view?r=eyJrIjoiYjg5MWIxMDctMjdjMC00NTY4LWJiNmUtYzI2ODJiYzFhNDAzIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Río Claro, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7109;Comuna: San Clemente, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7109, url:""https://app.powerbi.com/view?r=eyJrIjoiMGNiMzk4YWYtMzQxZi00NDEyLTgzY2YtNTViNTkzMzA4Y2RjIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: San Clemente, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7110;Comuna: San Rafael, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7110, url:""https://app.powerbi.com/view?r=eyJrIjoiNTIyNGM0NzMtNmEyZS00ZDFhLWFhM2QtMTA1MzBiMTVlOTFjIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: San Rafael, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7201;Comuna: Cauquenes, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7201, url:""https://app.powerbi.com/view?r=eyJrIjoiMmU2N2E5ODUtYjk2NS00Zjg1LTg4NmEtMTYzOTA4ZDExZmNhIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Cauquenes, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7202;Comuna: Chanco, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7202, url:""https://app.powerbi.com/view?r=eyJrIjoiOTgxNzhiYzktMjM5YS00MmNjLWJmZDktYTlkYTY4YzYwM2M4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Chanco, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7203;Comuna: Pelluhue, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7203, url:""https://app.powerbi.com/view?r=eyJrIjoiOTE1YzI4MzgtYjY0Yy00YTFiLWI4NWUtYTg3ZmIxYmI2OTQ3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Pelluhue, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7301;Comuna: Curicó, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7301, url:""https://app.powerbi.com/view?r=eyJrIjoiOGEyOWViNWYtZjAyMy00NzcxLWIzMWYtYWIxNzQyZWQwYmUwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Curicó, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7302;Comuna: Hualañé, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7302, url:""https://app.powerbi.com/view?r=eyJrIjoiMDQ0MDk0ODctZDg1Ny00NjZjLTg3ODgtMmFkMDExMDM2YTQxIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Hualañé, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7303;Comuna: Licantén, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7303, url:""https://app.powerbi.com/view?r=eyJrIjoiODY5ODFjNjUtMWUzNC00YjZlLWI2NmQtMTNjN2M1NWY2YzA0IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Licantén, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7304;Comuna: Molina, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7304, url:""https://app.powerbi.com/view?r=eyJrIjoiNWJhZTg4NDgtZTk3NS00NzVjLWE1M2ItOWRjYTAzYmFhZmM0IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Molina, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7305;Comuna: Rauco, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7305, url:""https://app.powerbi.com/view?r=eyJrIjoiNTM2YTgyYzEtNTAwNS00ZTdkLTgwMDUtNTJjN2Y2MWU1YTdlIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Rauco, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7306;Comuna: Romeral, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7306, url:""https://app.powerbi.com/view?r=eyJrIjoiYTcxNjA0NmQtNGQzNy00NjZiLWJlNmQtMWUyODQ0ODE2MjM2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Romeral, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7307;Comuna: Sagrada Familia, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7307, url:""https://app.powerbi.com/view?r=eyJrIjoiZGY2OGM1OGQtMWFjYS00ZTZlLTg1ZjEtYmIyY2I0OWY2ZWVmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Sagrada Familia, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7308;Comuna: Teno, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7308, url:""https://app.powerbi.com/view?r=eyJrIjoiOWM2ZTYyMWEtYjhmMi00ZWZiLWJmMzYtZWY5NmVlY2ViNjZmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Teno, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7309;Comuna: Vichuquén, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7309, url:""https://app.powerbi.com/view?r=eyJrIjoiNzg5OWJiM2EtNjU3Ny00NjYwLWE5NzAtYTliMDdiZWJhZTQ1IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Vichuquén, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7401;Comuna: Linares, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7401, url:""https://app.powerbi.com/view?r=eyJrIjoiMzVhNGJiZTItODQxYS00N2FlLWIzM2MtYWQ2ZDMwN2VkZDU4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Linares, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7402;Comuna: Colbún, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7402, url:""https://app.powerbi.com/view?r=eyJrIjoiZGZkZDEzYjUtYTM5Ny00ZDJmLTg3MjctYzM3MmE1YzFmMDJiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Colbún, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7403;Comuna: Longaví, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7403, url:""https://app.powerbi.com/view?r=eyJrIjoiZWJhYWY2ZTAtYzRkNy00MTUwLTk3NGYtYmMyMGNjOGM1NGZmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Longaví, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7404;Comuna: Parral, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7404, url:""https://app.powerbi.com/view?r=eyJrIjoiMjFjMzU0NjQtMjI2My00ZTUzLTk2MzEtODY3YTJhYWYyZDgyIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Parral, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7405;Comuna: Retiro, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7405, url:""https://app.powerbi.com/view?r=eyJrIjoiYTY4OTQxMzgtMTFmMS00Mzg2LTk5ODQtOTZiZGNjMGZmNWE2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Retiro, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7406;Comuna: San Javier, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7406, url:""https://app.powerbi.com/view?r=eyJrIjoiZjY4NDlhZjEtMTdjMS00ZjM0LTkyYjEtMTZhZjViNTZiN2IxIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: San Javier, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7407;Comuna: Villa Alegre, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7407, url:""https://app.powerbi.com/view?r=eyJrIjoiNTM1NGRkZGMtYWI2NC00OGZkLTlkMjItMDE3ZmJkNTExNzZhIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Villa Alegre, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;7408;Comuna: Yerbas Buenas, Maule;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:7408, url:""https://app.powerbi.com/view?r=eyJrIjoiNzEyMTM5MTgtODBjYi00NTBlLTlhYjUtNGI2NzM0NDA2ZGMwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Yerbas Buenas, Maule""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8101;Comuna: Concepción, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8101, url:""https://app.powerbi.com/view?r=eyJrIjoiN2FjZjE3OTgtZGVlMS00N2NjLTg5ZDgtNjA2OTAwYjM0NmEzIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Concepción, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8102;Comuna: Coronel, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8102, url:""https://app.powerbi.com/view?r=eyJrIjoiMjZhNGFlYTQtM2UyMC00YzRkLTk2ZDMtOGRlNGIwM2UwYzE2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Coronel, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8103;Comuna: Chiguayante, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8103, url:""https://app.powerbi.com/view?r=eyJrIjoiODkyZDIxMzYtZjZlOC00N2RmLTg5ODAtMTA0MDYxYjA1YjA4IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Chiguayante, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8104;Comuna: Florida, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8104, url:""https://app.powerbi.com/view?r=eyJrIjoiYTFjNmIxNjgtNTQyZi00YzgxLWExZmYtZGUwMmU2ZTI2ZDAxIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Florida, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8105;Comuna: Hualqui, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8105, url:""https://app.powerbi.com/view?r=eyJrIjoiMGI1OWNhNmYtYzE1Yi00OGNmLWE0N2EtZTI0ZDVjM2RiYzA2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Hualqui, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8106;Comuna: Lota, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8106, url:""https://app.powerbi.com/view?r=eyJrIjoiNTY1NjEwZTAtYjFmNS00YjFlLWExMTgtYTRjMWZmOTkyMGE3IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Lota, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8107;Comuna: Penco, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8107, url:""https://app.powerbi.com/view?r=eyJrIjoiODcxNmQxYzYtMjJiYi00YmMzLWJiNTgtMDhlNzFkODkxOTI1IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Penco, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8108;Comuna: San Pedro de la Paz, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8108, url:""https://app.powerbi.com/view?r=eyJrIjoiY2ZjMzcwMDYtNzJiZi00NDUzLWIwMDYtYzFiNjBhMjhlZjA0IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: San Pedro de la Paz, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8109;Comuna: Santa Juana, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8109, url:""https://app.powerbi.com/view?r=eyJrIjoiNGNmZWJjZWUtMDUwNy00Y2UwLWI2NGQtMzcwMWY4ZjY5NTEzIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Santa Juana, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8110;Comuna: Talcahuano, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8110, url:""https://app.powerbi.com/view?r=eyJrIjoiMDMwNmMwYTMtYmRiYy00NzQzLWJjODMtMjg0MDNlZmNlY2UwIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Talcahuano, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8111;Comuna: Tomé, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8111, url:""https://app.powerbi.com/view?r=eyJrIjoiOWMyMTEwYTUtNWMwMy00OTM1LWJkYTEtYmViY2RmYjcyNjBlIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Tomé, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8112;Comuna: Hualpén, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8112, url:""https://app.powerbi.com/view?r=eyJrIjoiMGJkMzU5OTQtMzgzMy00Mjg1LWEzNmYtM2UzZDc1YTc5NDhiIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Hualpén, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8201;Comuna: Lebu, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8201, url:""https://app.powerbi.com/view?r=eyJrIjoiZGVhOTBlNmQtMzdlZC00Njg5LWFhNTctNGZmODIwN2JmNWE1IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Lebu, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8202;Comuna: Arauco, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8202, url:""https://app.powerbi.com/view?r=eyJrIjoiNTdlYjRmOTctZDM4Mi00OThjLTkzMGQtMGQxZDYwY2M5NWJmIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Arauco, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8203;Comuna: Cañete, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8203, url:""https://app.powerbi.com/view?r=eyJrIjoiNmJlNmE4OGMtMzFjOC00MGFiLWE5MGItNmRmYzk2MDA1NmQ2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Cañete, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8204;Comuna: Contulmo, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8204, url:""https://app.powerbi.com/view?r=eyJrIjoiNTlhZDhiOWEtOGI3OC00ODg0LTgyMTItMGUwNmM2YTU2OGU2IiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Contulmo, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8205;Comuna: Curanilahue, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8205, url:""https://app.powerbi.com/view?r=eyJrIjoiOGI5ODk0NDktNmZhNi00MDg5LTgwNzUtYzYxNWM1ZTAyODhhIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Curanilahue, Biobío""));";PBI
DATAEDUCACIÓN;0010-01-00014;Chile;SI;4;8206;Comuna: Los Alamos, Biobío;"dashboards.Add(new PowerBiDash(titulo:""Ranking Comunal de Establecimientos Educacionales - Chile"", id:4, id2:8206, url:""https://app.powerbi.com/view?r=eyJrIjoiN2Y4MWE2YzUtMmIxNy00YmQyLTkxOGMtYTgyMGQ5NTI0OTRhIiwidCI6IjhmYmFhNWJmLTJlY2MtNGRjOC1iNTZiLThmOTJlMzA3ZjA3NiIsImMiOjR9"", comentario:""DATA: DATAEDUCACIÓN || País: Chile || Variante: SI || Tipo Variante: Comuna || Variante Shopify: Comuna: Los Alamos, Biobío""));";PBI
